hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage
Kinara Tadka,44 mins,,"Chinese, North Indian, Beverages",Borivali,not_available,not_available
Sarthak Restaurant,52 mins,,"Indian, Chinese, Thalis, Biryani",Jog Gor East,not_available,not_available
Avva'S Food,44 mins,,Chinese,Dahisar,not_available,not_available
FC Cafe,42 mins,,"Italian, Fast Food, Beverages, Desserts",Malad Kan West,not_available,not_available
The Bombay House,3.7 ,48,"North Indian, Snacks, Pizzas, Chinese",Dahisar,599,not_available
Gopi'S Momos Centre,45 mins,,"Chinese, Sweets, Beverages",Borivali,700,20
The Fellas,5 ,51,"Fast Food, Snacks, Beverages",Malad Kan West,1000,15
Aniruddha ice cream parlour,43 mins,,Beverages,Kandivali East,not_available,not_available
Zaika homemade food,45 mins,,"Biryani, Indian, Sweets",Malad Kan East,not_available,not_available
Pett Pooja Frankie,49 mins,,"Fast Food, Chinese, South Indian",Borivali,not_available,not_available
9 Star Kitchen,4.3 ,44,"Indian, Seafood, Beverages",Borivali,120,20
The Thickshake Project,3.7 ,54,"Ice Cream, Beverages, Juices, Desserts",Malad West,not_available,not_available
Mumbai's food spot,48 mins,,"South Indian, Fast Food, Street Food",Malad Kan West,not_available,not_available
Daddu's Biryani,5 ,48,"Biryani, Kebabs",Dindoshi,not_available,not_available
Blas Diaga,55 mins,,Bakery,Opp. Chincholi Bunder Road,not_available,not_available
Arabian Bistro,4.1 ,45,"Arabian, Snacks, Beverages",Borivali,not_available,not_available
The Dessert Clubb,3.7 ,42,"Desserts, Snacks",Kandivali West,not_available,not_available
Cakes Fiesta,3.4 ,49,"Bakery, Desserts, Beverages, Ice Cream",Goregaon,not_available,not_available
V For Vegan,3 ,47,Salads,Malad West,not_available,not_available
Healthy Trays,44 mins,,"Salads, Fast Food, Indian, Chaat, North Indian",Malad Kan East,not_available,not_available
Bhola Bhelpuri,4.4 ,57,"Chaat, Snacks, Beverages",Jog Gor West,not_available,not_available
Jain cafe,3.6 ,44,Pizzas,Malad Kan East,not_available,not_available
The Desert Lounge,46 mins,,"North Indian, Italian, Chinese",Malad Kan West,not_available,not_available
Disha Kitchen,1.5 ,62,"North Indian, Chinese",Dahisar,249,not_available
Homely Palate,52 mins,,Chinese,Dahisar,599,not_available
Fresh Meals,44 mins,,"Indian, Snacks, Seafood",Borivali,not_available,not_available
Samrat Family Restaurant,4.4 ,45,"Indian, Chinese, North Indian, Tandoor, Snacks, Beverages",Borivali West,not_available,not_available
Mozzarella Burst Pizza's,4.1 ,48,Pizzas,Malad Kan East,not_available,not_available
Fish Koliwada Corner,53 mins,,"North Indian, Biryani",Malad Kan East,not_available,not_available
Just Frys,5 ,50,Indian,Estate Link Raod,not_available,not_available
Desi Shawarma,50 mins,,Mughlai,Estate Link Raod,not_available,not_available
Pahunchar,45 mins,,"Sweets, Indian",Borivali,not_available,not_available
Chaarvi Chinese Wok Cafe,50 mins,,"Snacks, Burgers",Malad Kan West,not_available,not_available
Pratham Fast Food,49 mins,,Chinese,Jog Gor East,not_available,not_available
Punjabi Meal Box,1.6 ,50,Indian,Estate Link Raod,not_available,not_available
Doston,4 ,52,"North Indian, Biryani, Kebabs, Tandoor, Beverages",Malad Kan West,800,20
ROYAL DAIRY,48 mins,,Beverages,Jog Gor East,not_available,not_available
Rapid Bites,43 mins,,Snacks,Malad Kan East,not_available,not_available
China Chopstick,3.7 ,54,"Chinese, Indian",Dahisar,not_available,not_available
Creamy Cool,46 mins,,Beverages,Borivali,not_available,not_available
Parsley- The Lounge,45 mins,,"Beverages, Chinese, Pastas",Malad Kan West,700,20
Mamta's Kitchen,47 mins,,North Indian,Malad Kan West,not_available,not_available
Xotik Cafe,4.3 ,44,"Beverages, Fast Food",Malad East,not_available,not_available
Momo Marvels,4.4 ,50,"Tibetan, Pan-Asian",Aarey Road,not_available,not_available
The Chinese Cook House,2.9 ,49,"Chinese, Thai, Fast Food",Malad Kan West,not_available,not_available
YADAV SWEET MART,46 mins,,"Sweets, Snacks",Malad East,not_available,not_available
Cafekino,3.3 ,56,"Snacks, Salads",Malad West,not_available,not_available
Borivali Falooda Centre & Veg-Non Veg Centre,2.5 ,43,Indian,Dahisar East,not_available,not_available
Bhakti's Cake Dreams,42 mins,,"Bakery, Desserts",Dahisar,not_available,not_available
The Juice Tree,40 mins,,"Juices, Beverages",Malad Kan East,not_available,not_available
Level Up Pizzeria,49 mins,,Pizzas,Malad Kan West,not_available,not_available
Benglore Iyyengers Bakery,41 mins,,"Bakery, Desserts",Malad Kan West,not_available,not_available
Cake O' City - The Ultimate Cake Stop,2.8 ,45,"Desserts, Beverages",Malad West,999,not_available
Bombay 62,40 mins,,"Beverages, Snacks",Borivali,not_available,not_available
Crocodile Resturant,55 mins,,Chinese,Jog Gor East,not_available,not_available
Kasipuh,4.6 ,42,"Chinese, Snacks",Dahisar East,125,25
Mastani Pavbhaji Centre,4.2 ,42,"Fast Food, Snacks",Kandivali West,not_available,not_available
Konkan Bay,52 mins,,"Indian, Chinese, Biryani, Seafood, Thalis",Jog Gor East,not_available,not_available
Saras Foods,46 mins,,"Indian, Chinese",Borivali,not_available,not_available
Parmanand,4.1 ,46,"Street Food, North Indian, Chinese, Beverages, South Indian",Malad West,not_available,not_available
Brioche,3.6 ,56,"Bakery, Snacks, Fast Food, Pizzas",Jog Gor East,800,10
Vijayshree Icecream Amul Parlour,44 mins,,Ice Cream,Borivali,not_available,not_available
Joey's Shawarma,45 mins,,"Arabian, Burgers, Snacks, Desserts",Malad Kan West,250,50
Wok Of Fame,3.7 ,41,"Chinese, Snacks",Prabhu Udyog Bhavan,125,25
D'Sandwicha & Snacks Corner,49 mins,,"Fast Food, Street Food, Chinese, Pizzas",Dahisar,not_available,not_available
Celebration The Cake Shop,53 mins,,Bakery,Jog Gor East,not_available,not_available
Apna SayBeen,40 mins,,Chinese,Borivali,not_available,not_available
S M Special Falooda and Ice Cream,4.6 ,50,"Desserts, Ice Cream, Beverages",Jog Gor East,200,40
Rajeshahi Bhog,49 mins,,"Indian, Snacks, Thalis",Jog Gor West,not_available,not_available
Exotic - The Dining Bar,4.7 ,46,"Biryani, North Indian, Arabian, Pizzas, Chinese",Malad West,not_available,not_available
Royal China town,3.4 ,50,"Chinese, Indian",Borivali,not_available,not_available
D Sweet Cloud,42 mins,,"Bakery, Ice Cream",Borivali,not_available,not_available
Shree Mahalaxmi Restaurant And Garden,2.9 ,52,"Chinese, Kebabs, Biryani",Mira Road,999,not_available
Maratha Biryani Centre,43 mins,,"Chinese, North Indian, Biryani, Tandoor",Malad,not_available,not_available
Hotel Sai shradha,3.9 ,40,"Snacks, Beverages",Kandivali West,not_available,not_available
Absolute Biryani,4 ,43,"Biryani, North Indian",Borivali West,not_available,not_available
Esora,2.7 ,49,Indian,Jog Gor East,not_available,not_available
Forks & Spoons 51,48 mins,,"Burgers, Fast Food, Chinese, Pizzas, Beverages",Malad Kan East,not_available,not_available
Eternal Bliss,4.1 ,49,"Bakery, Desserts, Beverages, Ice Cream",Goregaon,not_available,not_available
Honeys Delights,55 mins,,Burgers,Malad Kan West,not_available,not_available
Aniket Chinese,4.5 ,41,"Chinese, Snacks",Dahisar East,not_available,not_available
Sannju's Kitchen,3 ,43,"Italian, Chinese",Borivali,not_available,not_available
Hooch Restaurant,44 mins,,"Italian, Chinese, Salads, North Indian, Fast Food",Borivali,not_available,not_available
Pizzarita By The Fusion Kitchen,4.2 ,45,"Italian, Pizzas",Borivali,not_available,not_available
Brunchners,52 mins,,"Snacks, Burgers, Pizzas, Beverages",Jog Gor East,999,not_available
Sai Annapurna,4.4 ,46,"Chinese, Indian, Biryani",Malad Kan West,not_available,not_available
Nasta House,45 mins,,"North Indian, Beverages",Malad Kan West,not_available,not_available
Masala Mumbai,3.7 ,40,Indian,Malad Kan East,100,20
Bread Bowl Factory,51 mins,,"Indian, Continental",Malad Kan West,not_available,not_available
Jizu - Pan Asian Delicacies,3.8 ,54,"Chinese, Thai, Oriental",Malad West,not_available,not_available
Bombay Missal Company,3.8 ,42,"Snacks, Fast Food, Pizzas, Beverages",Malad,not_available,not_available
BHANDIWADEKAR'S KITCHEN,42 mins,,"Maharashtrian, Snacks, Street Food, Desserts",Borivali,not_available,not_available
Tea Home,47 mins,,Burgers,Borivali,not_available,not_available
Bambbaiya Chinese,3.9 ,44,"Chinese, Oriental, Biryani",Borivali,not_available,not_available
Sunny Dosas N Parathas,46 mins,,"South Indian, North Indian",Dahisar,not_available,not_available
Goregaon Sports Club,45 mins,,"Pizzas, Desserts, Italian",Malad Kan West,not_available,not_available
the dhaba by Geets Rasoi,4.1 ,46,"Chinese, Indian",Malad Kan West,not_available,not_available
The Mocha House,4.2 ,61,"Beverages, Cafe, Snacks, Desserts",Kandivali (West),not_available,not_available
103 Chinese Corner,43 mins,,"Chinese, South Indian, Indian",Borivali,not_available,not_available
DAYANAND RESTAURANT AND BAR,42 mins,,"Indian, Biryani",Dahisar,not_available,not_available
Ammo Ki Rasoi,55 mins,,Indian,Jog Gor East,not_available,not_available
Waffle And Waffle,4.1 ,56,"Desserts, Beverages, Waffle",Dahisar West,not_available,not_available
Jaya's Famous Sandwiches,49 mins,,"Chinese, Indian",Malad Kan West,not_available,not_available
Fruitango Juices Shakes & Smoothies,40 mins,,"Beverages, Chinese, Snacks",Rawal Pada,not_available,not_available
Fat Boy Food,49 mins,,"Chinese, Burgers, Waffle",Malad Kan West,not_available,not_available
Double Door Lounge,42 mins,,"Chinese, Italian",Borivali,not_available,not_available
Johny Wokker,4.9 ,54,"Chinese, Continental",Goregaon,not_available,not_available
Lettuce-Global Veggies Cuisine,3.1 ,45,"Continental, Italian",Goregaon East,not_available,not_available
I M Chinese Food Corner,37 mins,,"Chinese, Snacks",Dahisar,not_available,not_available
Mr.D Misal Pav,44 mins,,Indian,Malad Kan West,not_available,not_available
Tossin Pizza,4.2 ,25-35,"Pizzas, Italian, Beverages, Desserts",Malad West,100,50
Louis Burger,4.4 ,48,"Burgers, American, Fast Food",BORIVALI WEST,249,not_available
Goila Butter Chicken,4.1 ,55,"North Indian, Biryani, Kebabs, Desserts",Vithal Jadhav House,100,15
SLYCE PIZZA,4.1 ,45,"Burgers, American, Fast Food",BORIVALI WEST,120,60
Hotel Sagar,4.2 ,55,"Indian, Chinese",Mira Road,not_available,not_available
Lord Petrick,4.3 ,51,"Burgers, Snacks, Italian, Desserts, Beverages",LINK HOUSE,not_available,not_available
Hotel Konkan Swad,3.8 ,54,"North Indian, South Indian, Malwani, Chinese, Seafood",Chincholi Bunder Road,not_available,not_available
British Waffle Co.,4.3 ,42,"Desserts, Beverages",Malad East,449,not_available
Rogan Tadka,4.1 ,41,"North Indian, Chinese, Continental, Tandoor",Goregaon East,not_available,not_available
Udupi Express,4.4 ,63,Indian,Kandivali West,not_available,not_available
Prem's,4.4 ,46,"North Indian, Chinese, Thai, Indian, Mughlai, Biryani",Malad West,not_available,not_available
Fleur : The Fern Hotel,4.4 ,60,"North Indian, Thai, Continental",Goregaon East,not_available,not_available
Simran Biryani Centre,3.6 ,35,Biryani,Charkop,not_available,not_available
Majestic Nx,4.5 ,56,Indian,Borivali West,not_available,not_available
City Star,4.2 ,45,"North Indian, Chinese, Tandoor, Continental",Goregaon East,not_available,not_available
Bansi Snacks,3.8 ,49,"Snacks, Chaat",Malad Kan West,not_available,not_available
Mothers Touch Kathiyawadi,4.1 ,74,"Indian, Sweets, Beverages",Devrokarwadi New Link Road,999,not_available
Sai Krupa,3.8 ,55,"Tandoor, Chinese",Goregaon,1000,10
Bite-Size,4.1 ,49,"Salads, Healthy Food, Continental, Indian",Malad Kan West,not_available,not_available
Peppy Parathas & Rolls By Chai Point,4.2 ,54,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi, Chaat, Indian, American, North Indian, Fast Food, Desserts, Cafe, Healthy Food, Home Food",Malad West,80,40
Just Biryani,1.5 ,48,Biryani,Jog Gor East,not_available,not_available
Kalinda,4 ,64,"Indian, Chinese",Malad West,not_available,not_available
Bohoba,5 ,60,"Italian, Pizzas, Mexican, Continental, European, Mediterranean, Desserts",MALAD,not_available,not_available
Chunkys Cake Shops,4.1 ,44,Bakery,Malad West,not_available,not_available
LAXMI SWEETS AND FARSAN,4.3 ,32,"Sweets, Snacks",Dahisar East,not_available,not_available
Grilled Chicken Company,3.6 ,54,"Continental, Healthy Food, American",Malad Kan West,not_available,not_available
Aande Le Lo Cafe,4.7 ,67,French,Malad Kan West,not_available,not_available
Biryani By Kalinda,4.1 ,58,"Biryani, Snacks",Malad Kan West,not_available,not_available
Fill and Chill,3.2 ,63,Desserts,Malad West,not_available,not_available
Sai Sannidhi Restaurant & Bar,4 ,57,"North Indian, Chinese, Seafood",Mira Road,not_available,not_available
Chopstick house,3.3 ,66,"Indian, Tandoor, Thalis",Goregaon,not_available,not_available
Just Rice,3.9 ,74,Indian,Malad West,150,30
Flags Ii,4.2 ,61,"North Indian, Italian, Continental, Thai",Chincholi Bunder Signal,1500,10
2 Pai cakes,52 mins,,"Bakery, Beverages",Jog Gor West,not_available,not_available
Atharva's Cloud Kitchen,3.7 ,68,"Chinese, South Indian, Fast Food, North Indian, Ice Cream, Beverages, Biryani, Arabian",Santosh Nagar market ,599,not_available
Mannrangi,4.4 ,70,"North Indian, Punjabi, Mughlai, Biryani, Kebabs, Goan",Goregaon West,not_available,not_available
CST Delicious Food,3.9 ,72,"Chinese, Indian, Mughlai, Tandoor",Borivali West,not_available,not_available
Bamboos,57 mins,,"Chinese, Snacks, North Indian, Desserts",Malad Kan West,not_available,not_available
Dil Se Dalia,4.5 ,68,"Fast Food, North Indian",Malad West,150,30
Warehouse Kitchen,4.3 ,57,"North Indian, Continental, Fast Food, Italian, Desserts",Malad West,not_available,not_available
China Castle,3.7 ,71,"Chinese, North Indian",Jog Gor East,not_available,not_available
Allspice,3.8 ,48,"North Indian, Chinese, Biryani, Tandoor",Kandivali west,700,20
Poddar Cuisine,4.6 ,52,"Chinese, Biryani, Beverages",Malad Kan West,not_available,not_available
JUG's Kitchen,4 ,48,"Indian, Lebanese, Mughlai, Chinese",Goregaon East,999,not_available
Choco Magic Patisserie & Confectioners Studio,4.1 ,43,"Desserts, Beverages",Malad West,not_available,not_available
Yogita Restaurant,3.9 ,58,"Indian, Chinese, Tandoor, Seafood",Malad Kan West,not_available,not_available
