hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage
The Tiny Tub,4 ,44,"Desserts, Bakery, Sweets, Snacks, Cafe",Malad Kan West,749,not_available
"DIMSUM WU (Chinese, Momo, Shushi & more) ",4.2 ,51,"Pan-Asian, Indonesian, Thai, Chinese, Desserts",Borivali,449,not_available
Kolkata Heshel,4.5 ,64,Bengali,Malad West,800,10
Social,4.3 ,58,"North Indian, Chinese, Fast Food, Biryani, Pizzas, Salads, Kebabs, Juices, Desserts, Beverages",Goregaon East,120,60
Ohhdaily - Healthy & Homely Tiffins,4.3 ,42,"Thalis, Indian, Home Food, Chinese",Malad West,399,not_available
Harvest Salad Co,4.3 ,44,"Salads, Healthy Food, Snacks",Road Ramachandra Lbe,80,40
Maiz Mexican Kitchen,4.4 ,44,"Mexican, Indian, Salads",Road Ramachandra Lbe,80,40
Veg Sutra,4.2 ,48,"North Indian, Chinese",Goregaon,399,not_available
Balaji Snacks,3.3 ,39,"Snacks, Chaat, South Indian",Malad East,not_available,not_available
Shree Krishna,4.3 ,45,"Indian, Chinese, North Indian, Tandoor, Seafood, Biryani",Kandivali West,999,not_available
Speak Burgers by Vicky Ratnani,4 ,47,"Burgers, American, Beverages",Malad Kan West,449,not_available
Spicy Bowl,3.5 ,65,"Chinese, Biryani, North Indian, Tandoor, Beverages",Goregaon,not_available,not_available
Fire Bowl,4.3 ,55,"Chinese, Italian, Mexican, Thai",Malad West,not_available,not_available
Falafel's,4 ,42,"Lebanese, Mediterranean, Arabian, Middle Eastern, Rolls & Wraps, Jain",Goregaon East,449,not_available
The Pancake Story,4.4 ,55,"Desserts, Beverages",Malad West,599,not_available
Baithack Taste of Kulhad,3.8 ,46,"Beverages, Fast Food, Snacks",Borivali,not_available,not_available
Curry Culture,4.4 ,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor",Malad West,not_available,not_available
Foodaholic,53 mins,,Chinese,Jog Gor East,999,not_available
The Bar Stock Exchange,4 ,57,"North Indian, Biryani, Chinese, Asian, Kebabs, Italian",Malad West,not_available,not_available
Punjabi Grill,4.1 ,42,"Punjabi, Combo, Tandoor, Snacks, Chinese, Biryani",Kandivali East,700,15
Bandra Cakery by Bunty Mahajan,4.4 ,50,"Bakery, Desserts",Kandivali West,75,30
Krishna Lunch Home,4.2 ,44,"North Indian, Indian, Tandoor, Seafood",Borivali,not_available,not_available
Fried Nation,4.4 ,49,"Fast Food, American",Malad West,not_available,not_available
Cake Works,46 mins,,Indian,Malad Kan East,150,30
Meraki,4.2 ,49,Chinese,Malad West,449,not_available
Dale's Eden Cake Shop,4.4 ,38,"Desserts, Bakery, Sweets",Malad West,449,not_available
Banana Leaf,4.4 ,39,"South Indian, Snacks, Andhra",Borivali West,599,not_available
"House of Biryan- Biryani, Kepsa and More",4.4 ,40,"Biryani, Kebabs, Rolls",Malad West,599,not_available
Brijwasi Sweets Original Since 1946,4.4 ,50,"Sweets, Snacks, Chaat, Beverages, Indian",Malad Kan West,800,15
Deliciae by Bunty Mahajan,4.6 ,48,Desserts,Kandivali West,1199,not_available
Sahara Restaurant,3.8 ,43,"North Indian, Chinese, Tandoor, Biryani",Malad East,449,not_available
Copper Chimney,4.2 ,80,"North Indian, Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts",Malad West,1200,15
Jimis Burger,4.6 ,47,American,Jog Gor East,not_available,not_available
Sadak Chaap,4.4 ,48,"Tandoor, Indian, Snacks",Malad West,749,not_available
Jamai Shoshthi,4.2 ,59,"Bengali, Biryani, Mughlai",Goregaon,not_available,not_available
Carter's Blue,4.4 ,49,"Indian, Chinese, Lebanese",Malad West,not_available,not_available
Hotel Ram Krishna,4.5 ,41,Indian,Dahisar East,not_available,not_available
Delicacy,4.4 ,40,Indian,Kandivali West,not_available,not_available
5 Spice,4.2 ,40,"Chinese, Asian, Thai, Seafood",Borivali West,499,not_available
BOMBAY JUICE,3.9 ,41,"Juices, Beverages, Salads"," Ratna bhai chawk saibaba Nagar, borivali west",700,20
Bombay Sweet Shop,4.7 ,41,"Desserts, Sweets, Bakery, Snacks, Indian",Malad Kan West,1199,not_available
Balaji Pure Veg,4.2 ,44,"Chinese, South Indian",Malad Kan West,1000,10
Fuel Up,4.5 ,55,"Healthy Food, Salads, Juices, Grill, American, Continental",Malad West,399,not_available
Meal Bowl,4.3 ,45,"Indian, Chinese",Goregaon West,499,not_available
The French Connection,4.6 ,15,"Bakery, Snacks, Italian",Malad Kan East,75,30
Madrasi Kaapi House,4.4 ,26,"South Indian, Combo, Beverages",Evershine Millenium Paradise,50,20
Singarawala,4.6 ,53,"Bengali, Mughlai, Biryani, Thalis",Malad Kan East,not_available,not_available
Shivam Sundaram,4.4 ,28,"North Indian, Chinese, South Indian",Express Highway,50,20
DBW - De Burger World,4.5 ,26,"Burgers, Snacks, Beverages",Thakur Village,not_available,not_available
The Biryani Story,4 ,54,"Biryani, Kebabs, Tandoor, Beverages",Malad Kan West,not_available,not_available
Andhra Kodi Pulao,4.4 ,73,"Hyderabadi, South Indian, North Indian, Andhra, Kebabs, Mughlai",Malad Kan West,449,not_available
Maharaja Bhog,4.4 ,51,"Gujarati, Rajasthani, Thalis",Goregaon East,800,10
Pizza Caprina,4.1 ,55,"Pizzas, Italian-American, Desserts",Goregaon West,599,not_available
Satkar Restaurant,3.9 ,53,"Indian, Chinese, Tandoor",Dahisar West,not_available,not_available
Upwas Uphargruha,3.4 ,40,Indian,Rawal Pada,not_available,not_available
Eva's Pizza,4.1 ,52,"Pizzas, Italian, Salads",Malad West,449,not_available
Biryani Culture,3.9 ,51,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs",Malad Kan West,not_available,not_available
Zaffran,4.4 ,67,"North Indian, Biryani, Indian, Kebabs, Rolls & Wraps",Andheri Link Road ,799,not_available
Home Plate by EatFit,4 ,39,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages",Gorai Road,159,not_available
The Dessert Heaven - Pure Veg,4.3 ,39,"Bakery, Desserts, Sweets, Ice Cream",L T Road Junction,299,not_available
Darbhanga Xpress - The Taste of Mithila,3.3 ,35,"Indian, Seafood",Kandivali East,100,50
Marrakesh,4 ,42,"Lebanese, North Indian, Kebabs, Desserts, Beverages",Kandivali,not_available,not_available
Bowl Soul,4.1 ,47,"Indian, Asian, Continental, Pan-Asian, Chinese, Mediterranean, Mexican, Lebanese, North Indian, Korean, Japanese, South Indian",Goregaon,129,not_available
Olio - The Wood Fired Pizzeria,4.2 ,61,"Pizzas, Pastas, Fast Food, Snacks, Beverages",Malad West,249,not_available
Barista Coffee,4.2 ,44,"Beverages, Snacks, Desserts",Malad West,449,not_available
Kailash Parbat,4.1 ,46,North Indian,Goregaon East,not_available,not_available
Chaat Street - Desi Chaat & Chai,3.8 ,44,"Snacks, Chaat, Street Food, North Indian, Fast Food",Gorai Road,349,not_available
Suruchi Veg Restaurant,4.5 ,32,"North Indian, Chinese, South Indian, Fast Food, Beverages, Biryani",Malad Kan East,800,10
Oye Paratha House,4.1 ,35,Indian,Malad Kan East,100,50
Mishra Pan Bhandar,4.7 ,27,"Paan, Sweets, Mughlai",Malad Kan East,40,10
Ebony Casual Diner,4.2 ,24,"North Indian, Chinese, Biryani, Tandoor, Seafood",Kandivali East,75,30
Golden Dragon Chinese Point,4.4 ,25,Chinese,90 FT Road,120,60
Surbhi Pure Veg (Thakur Village),4.1 ,30,"Indian, Biryani, Chinese, Snacks, Beverages",Kandivali East,449,not_available
Cafe Cocobroma,4.3 ,21,"Cafe, Desserts, Waffle, Beverages, Bakery, Sweets",Kandivali East,50,20
Surbhi,4.3 ,29,"Indian, Biryani, Chinese, South Indian, Snacks, Desserts, Beverages",Kandivali East,80,40
Konark Veg Diet,4.4 ,24,"North Indian, Chinese, South Indian, Indian",Kandivali East,not_available,not_available
Mira Veg Restaurant,4.3 ,25,"South Indian, Chinese, North Indian, Fast Food, Indian, Beverages, Street Food",Kandivali East,1500,10
Aavakay The Andhra Kitchen,4 ,32,"Andhra, Biryani, Indian, Desserts, Beverages",Kandivali East,75,30
Papacream,4.3 ,38,"Ice Cream, Healthy Food, Desserts",Kandivali West,120,60
Bangalore Iyengar's Bakery,3.9 ,51,Bakery,Malad Kan East,not_available,not_available
B Burger - Bigger Burger,4.2 ,45,"Burgers, American, Beverages, Snacks",Malad west,349,not_available
Art Of Dum,4.4 ,59,"Biryani, North Indian, Kebabs, Indian, Awadhi, Hyderabadi, Mughlai, Desserts, Beverages",Malad West,300,25
China Box Co,4.1 ,42,"Chinese, Asian, Thai, Seafood",Borivali,499,not_available
Mini Punjab,4.2 ,52,"North Indian, Chinese",Malad West,80,15
Dimsum (Momo) Express,4 ,45,"North Indian, Chinese, Tandoor",Borivali,749,not_available
Coco Cafe,4.1 ,66,"Cafe, Burgers, American, Italian, Beverages, Desserts, Pastas, Continental",Goregaon East,499,not_available
Al-Baik.Com,3.7 ,52,"Fast Food, Pizzas, Burgers, Rolls & Wraps, Snacks",Malad Kan West,not_available,not_available
Foodland,4.5 ,53,"Mughlai, North Indian, Chinese, Seafood",Malad West,not_available,not_available
House of Candy,3.7 ,78,Sweets,Malad West,not_available,not_available
Fruit Pop by Eatfit,3.3 ,41,"Beverages, Juices, Healthy Food, Desserts",Gorai Road,80,40
Artinci - Indulge Guilt Free!,4.2 ,50,"Ice Cream, Healthy Food, Keto, Desserts, Snacks, Beverages, Bakery, Sweets",Malad West,449,not_available
Taaka Chinese,3 ,46,"Chinese, Oriental, Asian",Goregaon,129,not_available
Tandoori Nights,4.1 ,43,"Mughlai, Chinese",Borivali West,not_available,not_available
Mirch,4.3 ,38,"Mughlai, North Indian, Chinese, South Indian",Borivali East,50,20
Banglore Iyengar Bakery,4.3 ,16,"Bakery, Snacks",Malad Kan East,not_available,not_available
The Baker's Dozen,4.5 ,40,"Bakery, Snacks, Desserts",Goregaon,449,not_available
Haka,4.3 ,64,"Chinese, Asian",Malad West,249,not_available
Samosa Singh,3.9 ,44,"North Indian, Indian, Snacks, Street Food",Borivali,499,not_available
Mainland China,4.3 ,60,Chinese,Goregaon East,249,not_available
The Brooklyn Creamery - Healthy Ice Cream,4.2 ,47,"Desserts, Ice Cream, Healthy Food",Goregaon,800,15
Ribbons And Balloons - The Cake Shop,4.5 ,40,"Cakes and Pastries, Bakery, Desserts, Ice Cream",Imperial Heights,not_available,not_available
Mom's Kitchen,3.2 ,56,"North Indian, Indian, Biryani",Malad Kan East,not_available,not_available
Nomad Pizza- Traveller Series,4.3 ,55,"Pizzas, Fast Food, Desserts, Beverages",Malad West,999,not_available
Prasuma Momo Kitchen,4.6 ,48,"Chinese, Asian, Snacks, Tibetan, Street Food, Japanese, Pan-Asian, Beverages",Malad Kan West,499,not_available
The Betel Leaf Co.,4.6 ,45,"Paan, Desserts, Indian",Malad Kan West,700,15
Punjab Grill,3.9 ,70,"North Indian, Kebabs, Biryani, Mughlai",MALAD WEST,249,not_available
Asia Kitchen By Mainland China,4.4 ,60,"Asian, Japanese, Chinese",Goregaon East,249,not_available
Giani,4 ,41,"Ice Cream, Beverages",Borivali,not_available,not_available
PizzaExpress,4.1 ,59,"Pizzas, Italian",Goregaon East,1299,not_available
Crusto's - Cheese Burst Pizza,4.2 ,63,"Pizzas, Pastas, Fast Food, Snacks, Beverages",Malad West,249,not_available
Green Cravings,4.1 ,50,"Healthy Food, Fast Food, Grill",Goregaon,159,not_available
Biryani Badshah,4.1 ,53,"Biryani, Hyderabadi, Andhra, South Indian, North Indian, Mughlai, Kebabs",Malad West,449,not_available
Naadbramha Idli,3.8 ,43,"Chinese, South Indian",Malad Kan West,not_available,not_available
BOSS Burger,4.1 ,49,"Burgers, American, Fast Food, Snacks",Goregaon East,999,not_available
Edesia by Freshmenu,4.1 ,49,"Desserts, Bakery, Fast Food",Goregaon,not_available,not_available
Doner and Gyros,4.5 ,50,"Lebanese, Middle Eastern, Healthy Food, Salads, Snacks, American, Desserts, Beverages, Rolls & Wraps, Fast Food",Mira Road,not_available,not_available
New York Waffles & Dinges,3.7 ,38,"Waffle, Bakery, Desserts, Beverages, Ice Cream",Borivali,449,not_available
Vividham Sweets and Dryfruits,4.7 ,22,"Indian, Snacks",Borivali East,1000,10
Juno's Pizza by EatFit - Baking Fresh Since 1974,4.2 ,40,"Pizzas, Pastas, Jain, Beverages, Desserts, Fast Food",Borivali West,249,not_available
Starboy Pizza & Shakes,4 ,42,"Pizzas, Italian, Desserts, Beverages",Borivali,449,not_available
SLAY Coffee,4.2 ,55,"Cafe, Beverages, Desserts, Snacks, Pastas",Goregaon,399,not_available
The Sugar Free Keto Kafe - Artinci,4.4 ,45,"Ice Cream, Keto, Healthy Food, Sweets, Bakery, Desserts, Snacks",Malad West,449,not_available
Cake Walk,3 ,46,"Indian, Bakery, Waffle, Desserts",Malad Kan West,not_available,not_available
Akkad Bakkad Bombay Boo - AB3,4.5 ,33,"Snacks, Fast Food, Pizzas",Kandivali East,449,not_available
The Wafflemeister,4.4 ,32,"Desserts, Beverages, Sweets, Ice Cream",Kandivali East,80,40
Sanjay Pure Veg,4.3 ,29,"Indian, South Indian",Borivali East,not_available,not_available
Su-Veg,4.4 ,39,"North Indian, Chinese, South Indian, Biryani, Snacks, Beverages",Borivali East,75,30
"Harsh Thali and Parathas - Mom Makes, Son Sells",4.5 ,39,"North Indian, Thalis, Gujarati, Rajasthani, Jain, Chinese",Kandivali East,50,20
Monopoly,4.2 ,37,"Italian, Mexican, Continental, Juices, Pizzas, Snacks, Pastas, Beverages",Borivali West,not_available,not_available
Hotel Sarvoday,3.1 ,34,Chinese,Malad Kan East,200,40
Maa Anjani Pav Bhaji Centre,4.4 ,32,Chinese,Borivali West,not_available,not_available
Maharashtra Biryani center,3.9 ,28,Biryani,Kandivali East,not_available,not_available
Jain Dughdalay,4.4 ,22,Sweets,Borivali,700,10
69 Dackers Lane,3.8 ,27,"Bengali, Biryani",Malad Kan East,100,50
Madras Talkies,3.6 ,19,"South Indian, Beverages",Malad Kan East,499,not_available
Rama's Sweets & Snacks,4.3 ,12,"Sweets, Snacks",Malad Kan East,40,10
Malvan Kinara,4.2 ,43,"Indian, Chinese",Akurli Road,1500,10
Oye Bihari - Real Taste of Bihar,4 ,34,"Indian, Seafood",Kandivali East,100,50
DonBuri,3.8 ,45,"Continental, Chinese, Oriental, Asian, Healthy Food, Fast Food, Indian, Desserts",Goregaon,129,not_available
Khichdi Express,4.2 ,55,"Indian, North Indian, Home Food, Healthy Food, Snacks, Juices, Beverages",Malad West,not_available,not_available
Keventers Ice Cream,4.1 ,55,"Ice Cream, Desserts",Malad West,399,not_available
ENSO - Sourdough Pizza by Nomad,4.6 ,53,"Pizzas, Fast Food, Desserts, Salads, Beverages",Malad Kan West,999,not_available
Cafe Delhi Heights,4 ,66,"Italian, American, Indian",Malad West,399,not_available
Raja Chinese & Tandoor Corner,3.9 ,36,"Chinese, Barbecue",Kandivali West,999,not_available
Su - Swagat,4.2 ,31,"North Indian, Chinese, Tandoor, Beverages, Ice Cream, South Indian",Borivali,not_available,not_available
Grand Maratha,4.4 ,39,"North Indian, Chinese, Malwani",Borivali East,not_available,not_available
Hotel Shree Ramdev,4.4 ,27,"South Indian, Punjabi, Indian, Tandoor, Biryani, Chinese",Dahisar,not_available,not_available
Dwaraka,4.6 ,32,"South Indian, Indian, Chinese, North Indian, Italian",Borivali West,not_available,not_available
Paratha Zone,4.5 ,28,"North Indian, Snacks, Biryani",BORIVALI,not_available,not_available
THE CAKE POINT,34 mins,,Bakery,Borivali,not_available,not_available
Agrawal Sweets,3.8 ,27,"North Indian, Snacks",Borivali East,599,not_available
Kathiyawadi Bhog,4.3 ,39,Indian,Borivali West,not_available,not_available
SHREE RAM SWEETS AND FARSAN,4.6 ,29,"Sweets, Snacks",Borivali,not_available,not_available
Bhaskar's Puranpoli Ghar,4.4 ,38,"Maharashtrian, Gujarati, Mangalorean",Malad Kan West,not_available,not_available
Chaap Theka,4.3 ,38,"Biryani, Jain, Tandoor, North Indian",Borivali,700,10
Biryani Barbeque Chinese (BBC),4.4 ,30,"Biryani, Chinese, North Indian, Punjabi, Kebabs, Afghani",Borivali West,not_available,not_available
Damru Paan Shop,4.7 ,25,Paan,Borivali West,not_available,not_available
Nandu Dosa Dinner,4.3 ,34,South Indian,Borivali,not_available,not_available
Nagpal Choley Bhature,4.2 ,35,"North Indian, Tandoor, Beverages, Desserts",Kandivali West,600,10
The Juice Junction,4.4 ,28,"Juices, Beverages",Mahavir Nagar Kandivali West,999,not_available
Nat Khat Pav Bhaji And Snacks Corner,3.4 ,51,"North Indian, Fast Food, Snacks",Malad Kan East,120,60
Mystic Lebanese,4.2 ,45,"Arabian, Mediterranean, Lebanese, Turkish",Malad Kan East,249,not_available
Amritsari Kulcha Junction (Pure Veg),4.1 ,46,"North Indian, Chaat, Punjabi, Beverages",Borivali,749,not_available
South Tiffin House Exclusive,4.2 ,42,"South Indian, Street Food, Beverages, Snacks",Kandivali West,449,not_available
Lata Restaurant,4.4 ,40,"Indian, Chinese, Mughlai, Biryani, North Indian",Kandivali West,80,15
Sandeep Pure Veg,4.5 ,42,"South Indian, North Indian, Chinese, Street Food",Railway Station,not_available,not_available
Sannidhi Family Restaurant (Kandivali Station),4.5 ,47,"Mughlai, North Indian, Chinese, South Indian, Indian, Salads, Desserts, Snacks, Beverages",Kandivali West,749,not_available
Pangat (Dahisar East),4.4 ,44,"Konkan, Chinese, Tandoor, Indian",Dahisar,not_available,not_available
Akkad Bakkad Bombay Boom (Mahavir Nagar),4.2 ,44,"Snacks, Italian",Kandivali West,999,not_available
Ganesh Snack & Juice Corner,4.3 ,33,"Fast Food, Chaat",Malad Kan East,75,30
Sonu's Chinese Corner,4.2 ,35,"Chinese, North Indian",Borivali East,not_available,not_available
Radha Restaurant,4.5 ,35,"South Indian, Chinese, Snacks, Indian, Beverages, Pizzas",Borivali West,not_available,not_available
Sanjay Icecreams,4.5 ,24,"Ice Cream, Desserts",Malad Kan East,not_available,not_available
Raisins Chocolatier And Patisserie,3.3 ,27,Desserts,Borivali,100,15
Fisco Restobar,4.5 ,37,"Indian, Chinese, Italian, Mexican",Kandivali West,449,not_available
Pizza Story,4.6 ,33,"Pizzas, Burgers, Desserts, Chinese, Pastas, Italian",Kandivali East,100,50
Taste Of Kolkata,4.2 ,31,"Indian, Chinese, Bengali",Kandivali East,40,10
Sizzling Spices,4.4 ,27,"Chinese, Thai, Asian, Indonesian, Seafood, Beverages",Kandivali East,50,20
Times Of Paratha,40 mins,,"Indian, Snacks",Kandivali East,100,50
Malvani Swaad (Sushama's Kitchen),4 ,37,"Malwani, Seafood, Indian, North Indian, Biryani, Salads, Beverages, Thalis",Kandivali East,249,not_available
2 Delicious Poha House,4 ,16,"Indian, Snacks",Malad Kan East,40,10
New Kulfi Center,4.6 ,26,Ice Cream,Malad Kan West,not_available,not_available
Swastik Fast Food (Franky),4.2 ,33,Fast Food,Borivali,not_available,not_available
A Taste Of India,4.4 ,40,"Indian, Chinese, Mughlai, North Indian",Kandivali East,80,40
Crave Junction,4 ,34,"Italian, Chinese, Pizzas, Beverages",Kandivali West,not_available,not_available
Uk14,4.5 ,26,"Beverages, Ice Cream",Kandivali West,not_available,not_available
Jain Sweets,4.3 ,36,"Street Food, Maharashtrian",Dattani Centre,80,15
UFO Fries & Corn,4.1 ,34,North Indian,Kandivali West,999,not_available
Wtc Pasta,3.9 ,40,"Italian, Snacks, Grill, Beverages, Pizzas, Pastas",Borivali,not_available,not_available
UBQ BY Barbeque Nation,4 ,40,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",Kandivali East,80,40
Food Costa,3.9 ,23,"Fast Food, Pizzas, Biryani, Mexican, Snacks, Beverages, Burgers","Kandivali (East), Thakur Village",50,20
Five Star,4.5 ,23,"Fast Food, Burgers, Snacks",Malad Kan East,not_available,not_available
Arihant Dugdhalay,4.4 ,25,"Desserts, Sweets",Borivali,not_available,not_available
Al Arabian Shawarma,2.7 ,25,"Arabian, Lebanese, Kebabs, Salads, Beverages, Middle Eastern",Kandivali East,not_available,not_available
Bombay Sultaani Biryani House,4 ,31,"Indian, Biryani",Malad Kan East,120,60
East Asia - Indian | Asian | Continental,4.2 ,42,"Chinese, Italian, Thai, Asian, Indian, Tandoor, Continental, Sushi, Pizzas, Salads",Borivali West,not_available,not_available
Joey's Pizzeria-Kandivali (E),3.7 ,44,"Pizzas, Chinese, Desserts, Burgers, Pastas, Italian",Kandivali East,100,50
The Chocolate Heaven,4.1 ,34,"Desserts, Italian, Snacks",Borivali West,449,not_available
Pavbhaji Bistro,4.3 ,29,"Indian, Fast Food",Kandivali East,not_available,not_available
New Wanton Point,4.4 ,24,"Indian, Chinese",Kandivali East,80,40
Delicacy Of Mewar,3.8 ,41,Snacks,Malad Kan East,1000,10
Ek Bihari - The Bihar Diaries,3.7 ,35,"Indian, Seafood","Kandivali East, Thakur Village",100,50
Yamu's Panchayat,4.9 ,16,Paan,Malad Kan East,not_available,not_available
Vividh NX,4.4 ,35,"Chinese, Oriental, Indian",Kandivali East,40,10
Kumar's Cafe,3.2 ,26,"Beverages, South Indian",Borivali,not_available,not_available
Makhani Darbar,23 mins,,"North Indian, Kebabs, Mughlai, Beverages, Desserts",Thakur Village,100,50
Baskin Robbins Happyness Shakes,3.8 ,27,"Beverages, Desserts",Kandivali East,75,30
Pizza Town,3.9 ,27,"Pizzas, Beverages, Italian",Malad Kan East,75,30
Jugheads,4.2 ,30,"Continental, Chinese, North Indian, American",Kandivali East,40,10
Mahakali Fast Food & Juice Centre,4.4 ,33,"Indian, South Indian, Beverages, Awadhi",Borivali West,600,10
Aakash,3.9 ,29,"Desserts, Snacks",Kandivali West,not_available,not_available
Gupta Bhelpuri House,4.2 ,41,"Snacks, Chaat",Kandivali West,not_available,not_available
Gaonthan The Family Restaurant,4.3 ,36,"North Indian, Chinese, Biryani",Malad Kan East,45,15
The Avenue,4.5 ,33,"North Indian, Chinese, Tandoor, Indian, Seafood",Malad Kan East,not_available,not_available
Souffle Cake Shop,3.8 ,25,Bakery,Borivali West,700,10
Spring Fields,4.5 ,40,"North Indian, Chinese, Italian",Borivali,75,30
Sheetal Dugdhalay,4.7 ,33,Sweets,Malad Kan East,not_available,not_available
WA! Wok (Delicious Chinese),4.3 ,39,"Chinese, Oriental, Asian, Burmese, Thai",Dahisar,not_available,not_available
One Minute chai Nashta,4.5 ,27,"Bengali, Snacks, Street Food",Borivali,not_available,not_available
Kuku's,4.2 ,33,Chinese,Borivali West,999,not_available
RTC - Rolls And Fried Chicken,4.2 ,38,"Snacks, Fast Food, North Indian, Street Food",Dahisar West,449,not_available
Biryani Barbeque Chinese (BBC-Babhai Naka),4.5 ,35,"Biryani, Chinese, North Indian, Punjabi, Kebabs, Afghani",Borivali West,not_available,not_available
Gokul Anand,4.5 ,33,"North Indian, Chinese, Beverages, South Indian",Borivali,not_available,not_available
Tuba Restaurant,4.1 ,39,"Chinese, North Indian, Biryani, Indian, Sweets, Salads, Snacks",Malad Kan East,499,not_available
The Veg Treat Express,4.5 ,36,"North Indian, Indian, Chinese, Italian, Mexican, Desserts",Borivali West,1000,10
Pushti Tushti,4.4 ,38,Indian,Borivali West,449,not_available
MM Mithaiwala.,4.3 ,39,"Sweets, Snacks, Bengali",Malad Kan East,449,not_available
Anhad Misal,4.1 ,38,"Snacks, North Indian",Borivali,499,not_available
Classic Pure Veg,4.4 ,38,"North Indian, Chinese",Dahisar East,1500,10
SNS Mexican Shack,4.4 ,59,"Mexican, Salads, Burgers, Tex-Mex, Beverages, Fast Food",Malad Kan West,999,not_available
Stacks And Racks,4.6 ,56,American,Malad Kan West,not_available,not_available
Marathi Mejwani,4.3 ,43,"Indian, South Indian, Seafood",Dahisar,not_available,not_available
Gupta Bhelpuri And Sandwich Corner,4.2 ,41,Fast Food,Borivali West,not_available,not_available
Sanata Snacks,4.3 ,46,"Maharashtrian, Snacks, Beverages",Dahisar West,not_available,not_available
Mm Mithaiwala Fast Food,4.4 ,44,"Fast Food, South Indian, Indian, Snacks, Beverages",Malad Kan West,800,15
Hotel Gopal Krishna,4.5 ,46,South Indian,Malad Kan West,999,not_available
Satkar Rice Plate House,4.6 ,53,"Maharashtrian, Malwani, Seafood, Biryani",Goregaon East,1500,10
Cafe Shalimar,3.9 ,44,"North Indian, Biryani, Desserts, Beverages",Malad,599,not_available
Arabian Shawarma Cafe,4.2 ,43,"Arabian, Lebanese, Snacks",Borivali,999,not_available
China Hunt,4.2 ,48,"Chinese, North Indian, Tandoor",Malad East,100,20
Hotel Sai Palace Grand,4.5 ,58,"North Indian, Chinese, Biryani, Desserts, Continental, Mangalorean, Seafood, Italian, Fast Food",Malad West,not_available,not_available
Khaas Paratha,4.4 ,45,North Indian,Dahisar West,not_available,not_available
Nischita Nxt,4.4 ,51,"Biryani, Chinese, North Indian, Seafood",Borivali West,999,not_available
Foodgerk - The Diet Parlour,4.3 ,52,"Continental, Salads",Malad West,499,not_available
Jay Prakash Bar & Restaurant,4.2 ,55,"Indian, Chinese",Goregaon,449,not_available
YUI,4.4 ,50,"Asian, Japanese",Borivali West,999,not_available
Sai Veg World Xpress,4 ,51,"South Indian, North Indian",Malad Kan West,449,not_available
Dessert Therapy,4.6 ,46,"Cakes and Pastries, Desserts, Beverages, Bakery",Kandivali West,not_available,not_available
Sammy Sosa,4.4 ,57,"Mexican, Asian",Malad West,899,not_available
Suka Sukhi,4.4 ,50,"Maharashtrian, Malwani",Jog Gor East,not_available,not_available
Queen Margherita's Pizzeria,4.3 ,61,"Pizzas, Italian-American",Malad Kan West,not_available,not_available
Curry and Combo Twist (Pure Veg),4.3 ,44,Indian,Mum_Jog Gor East,not_available,not_available
The Red Turtle - Pan Asian Bistro,4.4 ,57,"Pan-Asian, Chinese, Thai, Japanese, Singaporean",Malad West,not_available,not_available
The Veg Treat Royal,4.5 ,42,"North Indian, Indian, Chinese, Continental, South Indian",Borivali,not_available,not_available
Mangoes,4.4 ,61,"Mangalorean, Goan",Malad Kan West,not_available,not_available
Rangrezz Desi Restobar,4.4 ,43,North Indian,Borivali West,not_available,not_available
Bansi Vadapav,4.2 ,41,Fast Food,Malad West,not_available,not_available
Mumbaikar S Food House,4.3 ,61,"Indian, Thalis",Malad Kan West,not_available,not_available
Vivek Chinese corner,4.4 ,44,Chinese,Borivali West,1300,10
Pranayam (Pure Veg),4 ,47,"North Indian, South Indian, Snacks",Borivali,249,not_available
Grab Some Momos Here,4.5 ,42,"Tibetan, Chinese",Borivali,not_available,not_available
Peco Peco,4.4 ,48,"Chinese, Asian, Thai",Malad West,not_available,not_available
Meetha By Radisson,4.6 ,54,Desserts,Goregaon West,40,10
Rasodu - The Ethnic Kitchen,4.3 ,44,"Indian, Thalis, Beverages",Malad Kan West,not_available,not_available
Kake Da Hotel (Since 1931),4.2 ,53,"North Indian, Tandoor, Punjabi",Jogeshwari West,800,15
# Thali,4.5 ,52,"North Indian, Chinese",Borivali,449,not_available
Sernyaa,4.5 ,56,"Tibetan, Chinese",Ashok Enclave,900,10
Udipi Vihar (pure veg) restaurant,4.4 ,50,"Chinese, North Indian, South Indian, Tandoor, Biryani, Desserts",Jog Gor East,not_available,not_available
Shubh Sagar Restaurant,4.4 ,52,"Chinese, North Indian, South Indian",Mira Road,not_available,not_available
Ruchi Veg Restaurant,4.1 ,46,"South Indian, North Indian, Chinese, Tandoor, Biryani, Juices, Beverages, Mughlai, Home Food, Healthy Food, Italian, Mexican",Goregaon,900,10
